language,input_file,pass@1,pass@1_se,pass@5,pass@5_se,pass@10,pass@10_se,pass@100,pass@100_se
rust,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_js_to_rust.jsonl,0.329268,0.026995,0.615854,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_python_to_cpp.jsonl,0.665854,0.015522,0.762195,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_python_to_go.jsonl,0.563415,0.015900,0.664634,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_python_to_java.jsonl,0.787805,0.011697,0.859756,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_python_to_js.jsonl,0.850000,0.011824,0.908537,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_python_to_rust.jsonl,0.285366,0.028022,0.640244,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_rust_to_cpp.jsonl,0.803659,0.014222,0.871951,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_rust_to_go.jsonl,0.585366,0.017333,0.707317,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_rust_to_java.jsonl,0.817073,0.010056,0.859756,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_rust_to_js.jsonl,0.736585,0.012073,0.786585,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_rust_to_python.jsonl,0.793902,0.008962,0.829268,0.000000,,,,
total,ALL,0.694878,0.002932,0.799593,0.000000,,,,
